contrast_id	human_source_symbol	human_gene_id	human_symbol_mapping_method	human_direction	human_avg_log2FC	rat_gene_id	rat_official_symbol	reciprocal_one_to_one	present_in_rat_matrix	passes_rat_expression_filter
late_allcell_DPN_vs_diabetes	MTUS2	23281	official_exact	down	-0.960919305	498136	Mtus2	True	True	True
late_allcell_DPN_vs_diabetes	MUC4	4585	official_exact	down	-3.130326478	303887	Muc4	True	False	False
late_allcell_DPN_vs_diabetes	MUC5B	727897	official_exact	up	2.206809679	309114	Muc5b	True	True	False
late_allcell_DPN_vs_diabetes	MUSTN1	389125	official_exact	up	0.622148799	290553	Mustn1	True	True	True
late_allcell_DPN_vs_diabetes	MVK	4598	official_exact	down	-0.623574711	81727	Mvk	True	True	True
late_allcell_DPN_vs_diabetes	MX1	4599	official_exact	down	-0.839726415			False	False	False
late_allcell_DPN_vs_diabetes	MXRA5	25878	official_exact	down	-0.909833076			False	False	False
late_allcell_DPN_vs_diabetes	MYBBP1A	10514	official_exact	up	0.616674611	60571	Mybbp1a	True	True	True
late_allcell_DPN_vs_diabetes	MYBPC3	4607	official_exact	up	0.956686205	295929	Mybpc3	True	False	False
late_allcell_DPN_vs_diabetes	MYCBP	26292	official_exact	down	-0.676579682	100361133	Mycbp	True	True	True
late_allcell_DPN_vs_diabetes	MYCT1	80177	official_exact	up	0.643026374	292264	Myct1	True	True	True
late_allcell_DPN_vs_diabetes	MYH11	4629	official_exact	up	1.343177684	24582	Myh11	True	True	True
late_allcell_DPN_vs_diabetes	MYH7	4625	official_exact	up	2.121393947	29557	Myh7	True	True	False
late_allcell_DPN_vs_diabetes	MYL12A	10627	official_exact	down	-0.614529569			False	False	False
late_allcell_DPN_vs_diabetes	MYL3	4634	official_exact	up	0.853160981	24585	Myl3	True	True	False
late_allcell_DPN_vs_diabetes	MYO10	4651	official_exact	down	-0.736882822	310178	Myo10	True	True	True
late_allcell_DPN_vs_diabetes	MYO15A	51168	official_exact	up	0.749555705	501699	Myo15a	True	True	False
late_allcell_DPN_vs_diabetes	MYO1A	4640	official_exact	down	-1.043783895	299509	Myo1a	True	True	True
late_allcell_DPN_vs_diabetes	MYO1E	4643	official_exact	up	0.872858955	25484	Myo1e	True	True	True
late_allcell_DPN_vs_diabetes	MYO1G	64005	official_exact	up	0.589826187	289785	Myo1g	True	True	False
late_allcell_DPN_vs_diabetes	MYO3B	140469	official_exact	up	0.868261151	366069	Myo3b	True	True	False
late_allcell_DPN_vs_diabetes	MYO5B	4645	official_exact	down	-1.258728392	25132	Myo5b	True	True	True
late_allcell_DPN_vs_diabetes	MYO9B	4650	official_exact	up	0.651694269	25486	Myo9b	True	True	True
late_allcell_DPN_vs_diabetes	MYOC	4653	official_exact	up	1.88742601	81523	Myoc	True	True	True
late_allcell_DPN_vs_diabetes	MYOCD	93649	official_exact	up	1.320606357	246297	Myocd	True	True	False
late_allcell_DPN_vs_diabetes	MYOM1	8736	official_exact	up	1.387362668	316740	Myom1	True	True	False
late_allcell_DPN_vs_diabetes	MYORG	57462	official_exact	down	-1.041697834	366360	Myorg	True	True	True
late_allcell_DPN_vs_diabetes	MYT1	4661	official_exact	down	-0.858159054	362291	Myt1	True	True	True
late_allcell_DPN_vs_diabetes	MZF1	7593	official_exact	up	0.725126104	361508	Mzf1	True	True	True
late_allcell_DPN_vs_diabetes	N4BP2L1	90634	official_exact	down	-1.093653179	498131	N4bp2l1	True	True	True
late_allcell_DPN_vs_diabetes	NAA10	8260	official_exact	up	0.592239274	363518	Naa10	True	True	True
late_allcell_DPN_vs_diabetes	NAA40	79829	official_exact	up	0.88631005	361718	Naa40	True	True	True
late_allcell_DPN_vs_diabetes	NALF2	27112	official_exact	up	0.985091716	688841	Nalf2	True	True	True
late_allcell_DPN_vs_diabetes	NANP	140838	official_exact	down	-1.234537549	311530	Nanp	True	True	True
late_allcell_DPN_vs_diabetes	NAP1L2	4674	official_exact	down	-0.593504458	317247	Nap1l2	True	False	False
late_allcell_DPN_vs_diabetes	NAP1L3	4675	official_exact	down	-1.096070069	170914	Nap1l3	True	True	True
late_allcell_DPN_vs_diabetes	NAPSA	9476	official_exact	up	1.105455669	60575	Napsa	True	True	False
late_allcell_DPN_vs_diabetes	NAT8L	339983	unique_synonym	down	-0.787229627	289727	Nat8l	True	True	True
late_allcell_DPN_vs_diabetes	NBEAL2	23218	official_exact	up	1.113881056	316014	Nbeal2	True	True	True
late_allcell_DPN_vs_diabetes	NBL1	4681	official_exact	down	-0.641077754	50594	Nbl1	True	True	True
late_allcell_DPN_vs_diabetes	NBN	4683	official_exact	down	-0.648337622	85482	Nbn	True	True	True
late_allcell_DPN_vs_diabetes	NBPF1	55672	official_exact	up	0.688441674			False	False	False
late_allcell_DPN_vs_diabetes	NCAM1	4684	official_exact	down	-0.8716792	24586	Ncam1	True	True	True
late_allcell_DPN_vs_diabetes	NCAM2	4685	official_exact	down	-0.64185746	288280	Ncam2	True	True	True
late_allcell_DPN_vs_diabetes	NCAN	1463	official_exact	down	-1.996622571	58982	Ncan	True	True	True
late_allcell_DPN_vs_diabetes	NCBP3	55421	official_exact	up	0.632998852	360563	Ncbp3	True	True	True
late_allcell_DPN_vs_diabetes	NCR3LG1	374383	official_exact	down	-0.644729342	691092	Ncr3lg1	True	False	False
late_allcell_DPN_vs_diabetes	NDN	4692	official_exact	down	-1.173772359	308690	Ndn	True	True	True
late_allcell_DPN_vs_diabetes	NDUFAF4	29078	official_exact	down	-0.622812396	362495	Ndufaf4	True	True	True
late_allcell_DPN_vs_diabetes	NDUFB2	4708	official_exact	down	-0.684670872	362344	Ndufb2	True	True	True
late_allcell_DPN_vs_diabetes	NDUFB3	4709	official_exact	down	-0.871150965	301427	Ndufb3	True	True	True
late_allcell_DPN_vs_diabetes	NDUFB4	4710	official_exact	down	-1.041733584	288088	Ndufb4	True	True	True
late_allcell_DPN_vs_diabetes	NDUFC2	4718	official_exact	down	-0.588693506	293130	Ndufc2	True	True	True
late_allcell_DPN_vs_diabetes	NEBL	10529	official_exact	down	-0.723950511	307189	Nebl	True	True	True
late_allcell_DPN_vs_diabetes	NECTIN1	5818	official_exact	down	-0.723881806	192183	Nectin1	True	True	True
late_allcell_DPN_vs_diabetes	NEK10	152110	official_exact	up	0.823487002	305710	Nek10	True	True	False
late_allcell_DPN_vs_diabetes	NELL1	4745	official_exact	down	-0.961452493	81733	Nell1	True	True	True
late_allcell_DPN_vs_diabetes	NEO1	4756	official_exact	down	-0.859128399	81735	Neo1	True	True	True
late_allcell_DPN_vs_diabetes	NETO2	81831	official_exact	down	-0.661326379	307757	Neto2	True	True	True
late_allcell_DPN_vs_diabetes	NEU4	129807	official_exact	down	-1.245356426	316642	Neu4	True	False	False
late_allcell_DPN_vs_diabetes	NEURL2	140825	official_exact	up	0.95880441	311633	Neurl2	True	True	True
late_allcell_DPN_vs_diabetes	NFATC3	4775	official_exact	down	-0.585516672	361400	Nfatc3	True	True	True
late_allcell_DPN_vs_diabetes	NFATC4	4776	official_exact	up	0.806769858	305897	Nfatc4	True	True	False
late_allcell_DPN_vs_diabetes	NFIL3	4783	official_exact	up	0.86085532	114519	Nfil3	True	True	True
late_allcell_DPN_vs_diabetes	NFIX	4784	official_exact	up	0.622832636	81524	Nfix	True	True	True
late_allcell_DPN_vs_diabetes	NFKB2	4791	official_exact	up	0.815408305	309452	Nfkb2	True	True	True
late_allcell_DPN_vs_diabetes	NFKBID	84807	official_exact	up	0.628244125	308496	Nfkbid	True	True	False
late_allcell_DPN_vs_diabetes	NFYA	4800	official_exact	up	0.884684063	29508	Nfya	True	True	True
late_allcell_DPN_vs_diabetes	NGFR	4804	official_exact	down	-0.626915768	24596	Ngfr	True	True	True
late_allcell_DPN_vs_diabetes	NHP2	55651	official_exact	down	-0.839087941	287273	Nhp2	True	False	False
late_allcell_DPN_vs_diabetes	NHSL1	57224	official_exact	up	0.898998372	308631	Nhsl1	True	True	False
late_allcell_DPN_vs_diabetes	NIBAN3	199786	official_exact	up	1.116939053	498604	Niban3	True	True	False
late_allcell_DPN_vs_diabetes	NIPA2	81614	official_exact	down	-0.717105005	308667	Nipa2	True	True	True
late_allcell_DPN_vs_diabetes	NIPAL1	152519	official_exact	down	-0.751599717	289594	Nipal1	True	True	True
late_allcell_DPN_vs_diabetes	NIPAL3	57185	official_exact	down	-0.716631013	502990	Nipal3	True	True	True
late_allcell_DPN_vs_diabetes	NIPSNAP3B	55335	official_exact	up	1.042364519			False	False	False
late_allcell_DPN_vs_diabetes	NKAIN2	154215	official_exact	down	-0.718706296	102551716	Nkain2	True	False	False
late_allcell_DPN_vs_diabetes	NKAIN3	286183	official_exact	down	-1.113857541	689576	Nkain3	True	True	True
late_allcell_DPN_vs_diabetes	NKAIN4	128414	official_exact	down	-0.958751104	296469	Nkain4	True	True	True
late_allcell_DPN_vs_diabetes	NKD1	85407	official_exact	up	0.96280772	364952	Nkd1	True	True	True
late_allcell_DPN_vs_diabetes	NKD2	85409	official_exact	up	0.898196594	308068	Nkd2	True	True	True
late_allcell_DPN_vs_diabetes	NLGN1	22871	official_exact	down	-0.845602608	116647	Nlgn1	True	True	True
late_allcell_DPN_vs_diabetes	NLGN2	57555	official_exact	up	0.662281801	117096	Nlgn2	True	True	True
late_allcell_DPN_vs_diabetes	NLGN3	54413	official_exact	down	-1.079245433	171297	Nlgn3	True	True	True
late_allcell_DPN_vs_diabetes	NLGN4X	57502	official_exact	down	-1.036313032			False	False	False
late_allcell_DPN_vs_diabetes	NLGN4Y	22829	official_exact	down	-1.614163574			False	False	False
late_allcell_DPN_vs_diabetes	NLRC3	197358	official_exact	up	1.137470776	287070	Nlrc3	True	True	False
late_allcell_DPN_vs_diabetes	NLRC5	84166	official_exact	up	0.693148621	291861	Nlrc5	True	True	False
late_allcell_DPN_vs_diabetes	NLRP1	22861	official_exact	up	1.012502888			False	False	False
late_allcell_DPN_vs_diabetes	NLRP10	338322	official_exact	up	2.03668558	293426	Nlrp10	True	True	False
late_allcell_DPN_vs_diabetes	NLRX1	79671	official_exact	up	0.591122927	315599	Nlrx1	True	True	False
late_allcell_DPN_vs_diabetes	NMB	4828	official_exact	down	-0.783803082	499194	Nmb	True	True	True
late_allcell_DPN_vs_diabetes	NME2	4831	official_exact	down	-0.81278627	83782	Nme2	True	True	True
late_allcell_DPN_vs_diabetes	NME5	8382	official_exact	down	-0.785620912	688903	Nme5	True	True	True
late_allcell_DPN_vs_diabetes	NMNAT2	23057	official_exact	down	-0.963350463	289095	Nmnat2	True	True	True
late_allcell_DPN_vs_diabetes	NMU	10874	official_exact	up	0.803722211	63887	Nmu	True	True	True
late_allcell_DPN_vs_diabetes	NNAT	4826	official_exact	down	-0.867054551	94270	Nnat	True	True	True
late_allcell_DPN_vs_diabetes	NOD1	10392	official_exact	up	0.948212375	500133	Nod1	True	True	True
late_allcell_DPN_vs_diabetes	NOL12	79159	official_exact	up	0.728468167	362955	Nol12	True	True	True
late_allcell_DPN_vs_diabetes	NOL3	8996	official_exact	up	1.069378313	85383	Nol3	True	True	True
late_allcell_DPN_vs_diabetes	NOS1	4842	official_exact	down	-1.06996507	24598	Nos1	True	True	False
late_allcell_DPN_vs_diabetes	NOS3	4846	official_exact	up	0.843695927	24600	Nos3	True	True	True
late_allcell_DPN_vs_diabetes	NOVA2	4858	official_exact	up	0.926378006	292681	Nova2	True	True	False
late_allcell_DPN_vs_diabetes	NOX4	50507	official_exact	up	0.663321715	85431	Nox4	True	False	False
late_allcell_DPN_vs_diabetes	NPAS2	4862	official_exact	up	0.805650697	316351	Npas2	True	True	False
late_allcell_DPN_vs_diabetes	NPC2	10577	official_exact	down	-0.721731875	286898	Npc2	True	True	True
late_allcell_DPN_vs_diabetes	NPL	80896	official_exact	up	0.605759702	304860	Npl	True	True	True
late_allcell_DPN_vs_diabetes	NPPB	4879	official_exact	down	-1.48845935	25105	Nppb	True	True	True
late_allcell_DPN_vs_diabetes	NPR1	4881	official_exact	up	1.359443797	24603	Npr1	True	True	False
late_allcell_DPN_vs_diabetes	NPSR1	387129	official_exact	down	-1.34186758	300458	Npsr1	True	False	False
late_allcell_DPN_vs_diabetes	NPTX1	4884	official_exact	down	-1.113852657	266777	Nptx1	True	True	True
late_allcell_DPN_vs_diabetes	NPY2R	4887	official_exact	up	0.660315682	66024	Npy2r	True	True	False
late_allcell_DPN_vs_diabetes	NQO1	1728	official_exact	up	1.025786642	24314	Nqo1	True	True	True
late_allcell_DPN_vs_diabetes	NQO2	4835	official_exact	up	0.598922842	291084	Nqo2	True	True	True
late_allcell_DPN_vs_diabetes	NR1D1	9572	official_exact	up	0.647918344	252917	Nr1d1	True	True	True
late_allcell_DPN_vs_diabetes	NR1H3	10062	official_exact	up	0.732314795	58852	Nr1h3	True	True	False
late_allcell_DPN_vs_diabetes	NR4A1	3164	official_exact	up	0.672153065	79240	Nr4a1	True	True	True
late_allcell_DPN_vs_diabetes	NR5A2	2494	official_exact	up	0.648136025	60349	Nr5a2	True	True	True
late_allcell_DPN_vs_diabetes	NR6A1	2649	official_exact	down	-0.703327932	362125	Nr6a1	True	True	False
late_allcell_DPN_vs_diabetes	NRARP	441478	official_exact	up	0.658876328	499745	Nrarp	True	True	True
late_allcell_DPN_vs_diabetes	NRCAM	4897	official_exact	down	-0.7053715	497815	Nrcam	True	True	True
late_allcell_DPN_vs_diabetes	NRG1	3084	official_exact	down	-0.601782203	112400	Nrg1	True	True	True
late_allcell_DPN_vs_diabetes	NRG3	10718	official_exact	down	-0.859113216	498596	Nrg3	True	False	False
late_allcell_DPN_vs_diabetes	NRP1	8829	official_exact	up	0.86843964	246331	Nrp1	True	True	True
late_allcell_DPN_vs_diabetes	NRROS	375387	official_exact	up	0.65539112	303875	Nrros	True	True	False
late_allcell_DPN_vs_diabetes	NRSN1	140767	official_exact	down	-1.057267906	291129	Nrsn1	True	True	True
late_allcell_DPN_vs_diabetes	NRXN1	9378	official_exact	up	0.626867264	60391	Nrxn1	True	True	True
late_allcell_DPN_vs_diabetes	NSA2	10412	official_exact	down	-0.58902829	171456	Nsa2	True	True	True
late_allcell_DPN_vs_diabetes	NSD3	54904	official_exact	down	-0.735630093	290831	Nsd3	True	True	True
late_allcell_DPN_vs_diabetes	NSF	4905	official_exact	down	-0.944194082	60355	Nsf	True	True	True
late_allcell_DPN_vs_diabetes	NT5DC3	51559	official_exact	up	0.712410289	691922	Nt5dc3	True	True	True
late_allcell_DPN_vs_diabetes	NTM	50863	official_exact	up	1.162004298	50864	Ntm	True	True	True
late_allcell_DPN_vs_diabetes	NTNG2	84628	official_exact	down	-0.597670524	311836	Ntng2	True	True	True
late_allcell_DPN_vs_diabetes	NTRK1	4914	official_exact	down	-0.651659778	59109	Ntrk1	True	True	True
late_allcell_DPN_vs_diabetes	NTSR2	23620	official_exact	down	-1.256866744	64636	Ntsr2	True	True	False
late_allcell_DPN_vs_diabetes	NUAK1	9891	official_exact	up	0.714321181	299694	Nuak1	True	True	True
late_allcell_DPN_vs_diabetes	NUAK2	81788	official_exact	up	1.193926343	289419	Nuak2	True	True	True
late_allcell_DPN_vs_diabetes	NUDT10	170685	official_exact	down	-0.773578691			False	False	False
late_allcell_DPN_vs_diabetes	NUMA1	4926	official_exact	up	0.605035378	308870	Numa1	True	True	True
late_allcell_DPN_vs_diabetes	NUP43	348995	official_exact	down	-0.632943401	683983	Nup43	True	True	True
late_allcell_DPN_vs_diabetes	NUPR1	26471	official_exact	up	0.58936831	100912108	Nupr1	True	True	False
late_allcell_DPN_vs_diabetes	NXF3	56000	official_exact	up	1.54675319	302591	Nxf3	True	True	False
late_allcell_DPN_vs_diabetes	NXNL1	115861	official_exact	up	1.021501043	306342	Nxnl1	True	True	False
late_allcell_DPN_vs_diabetes	NXPH3	11248	official_exact	up	0.94447104	59315	Nxph3	True	True	True
late_allcell_DPN_vs_diabetes	NXT2	55916	official_exact	down	-0.586728454	315352	Nxt2	True	True	True
late_allcell_DPN_vs_diabetes	OBSCN	84033	official_exact	up	1.737463279	338458	Obscn	True	True	False
late_allcell_DPN_vs_diabetes	ODF2L	57489	official_exact	up	0.898868075	685425	Odf2l	True	True	True
late_allcell_DPN_vs_diabetes	ODF3B	440836	unique_synonym	up	0.710921721	500917	Cimap1b	True	True	True
late_allcell_DPN_vs_diabetes	ODF3L2	284451	unique_synonym	up	0.593656809	299600	Cimap1d	True	False	False
late_allcell_DPN_vs_diabetes	OGDHL	55753	official_exact	down	-0.825753651	290566	Ogdhl	True	True	False
late_allcell_DPN_vs_diabetes	OGFR	11054	official_exact	up	0.589179726	83525	Ogfr	True	True	True
late_allcell_DPN_vs_diabetes	OGFRL1	79627	official_exact	down	-0.718318561	316290	Ogfrl1	True	True	True
late_allcell_DPN_vs_diabetes	OGN	4969	official_exact	down	-1.923112956	291015	Ogn	True	True	False
late_allcell_DPN_vs_diabetes	OLFM3	118427	official_exact	down	-1.001206206	252920	Olfm3	True	True	True
late_allcell_DPN_vs_diabetes	OLR1	4973	official_exact	up	0.695416755	140914	Olr1	True	True	False
late_allcell_DPN_vs_diabetes	OMA1	115209	official_exact	down	-1.031819414	298282	Oma1	True	True	True
late_allcell_DPN_vs_diabetes	OMD	4958	official_exact	down	-1.805584398	83717	Omd	True	False	False
late_allcell_DPN_vs_diabetes	OMG	4974	official_exact	down	-1.084921208	450224	Omg	True	True	True
late_allcell_DPN_vs_diabetes	OPCML	4978	official_exact	down	-0.770912576	116597	Opcml	True	True	False
late_allcell_DPN_vs_diabetes	OPN3	23596	official_exact	down	-0.850078732	498289	Opn3	True	True	True
late_allcell_DPN_vs_diabetes	OPRD1	4985	official_exact	down	-1.08922242	24613	Oprd1	True	True	False
late_allcell_DPN_vs_diabetes	OPRK1	4986	official_exact	down	-1.542735003	29335	Oprk1	True	True	True
late_allcell_DPN_vs_diabetes	OPRM1	4988	official_exact	down	-1.324673094	25601	Oprm1	True	True	True
late_allcell_DPN_vs_diabetes	OR2AT4	341152	official_exact	down	-1.479606117			False	False	False
late_allcell_DPN_vs_diabetes	OR2L13	284521	official_exact	down	-1.172014801			False	False	False
late_allcell_DPN_vs_diabetes	OR2L2	26246	official_exact	down	-1.546473311			False	False	False
late_allcell_DPN_vs_diabetes	OR2L3	391192	official_exact	down	-1.805644177			False	False	False
late_allcell_DPN_vs_diabetes	OR2L5	81466	official_exact	down	-1.471199322			False	False	False
late_allcell_DPN_vs_diabetes	OR2M4	26245	official_exact	down	-0.684251921			False	False	False
late_allcell_DPN_vs_diabetes	OR2M5	127059	official_exact	down	-1.455877902			False	False	False
late_allcell_DPN_vs_diabetes	OR2T33	391195	official_exact	down	-0.595328114			False	False	False
late_allcell_DPN_vs_diabetes	OR4F21	441308	official_exact	up	0.652064242			False	False	False
late_allcell_DPN_vs_diabetes	OR52K2	119774	official_exact	down	-1.868501307			False	False	False
late_allcell_DPN_vs_diabetes	OR7A5	26659	official_exact	up	0.661831611			False	False	False
late_allcell_DPN_vs_diabetes	ORC6	23594	official_exact	down	-0.845386307	291927	Orc6	True	True	True
late_allcell_DPN_vs_diabetes	ORMDL3	94103	official_exact	up	0.74426381	360618	Ormdl3	True	True	True
late_allcell_DPN_vs_diabetes	OSBPL2	9885	official_exact	up	0.595182272	296461	Osbpl2	True	True	True
late_allcell_DPN_vs_diabetes	OSBPL3	26031	official_exact	down	-0.698530014	362360	Osbpl3	True	True	True
late_allcell_DPN_vs_diabetes	OSBPL5	114879	official_exact	up	0.746716223	361686	Osbpl5	True	True	True
late_allcell_DPN_vs_diabetes	OSGIN1	29948	official_exact	up	0.885343909	171493	Osgin1	True	True	True
late_allcell_DPN_vs_diabetes	OSGIN2	734	official_exact	down	-1.613384055	313085	Osgin2	True	True	True
late_allcell_DPN_vs_diabetes	OSR2	116039	official_exact	up	1.575036895	315039	Osr2	True	True	False
late_allcell_DPN_vs_diabetes	OST4	100128731	official_exact	up	0.836779756	100188932	Ost4	True	True	True
late_allcell_DPN_vs_diabetes	OSTM1	28962	official_exact	down	-0.764454304	499474	Ostm1	True	True	True
late_allcell_DPN_vs_diabetes	OTUD1	220213	official_exact	down	-1.3312168	498803	Otud1	True	True	False
late_allcell_DPN_vs_diabetes	OTULINL	54491	official_exact	down	-0.773650418	310190	Otulinl	True	True	True
late_allcell_DPN_vs_diabetes	P2RX3	5024	official_exact	down	-1.081492352	81739	P2rx3	True	True	True
late_allcell_DPN_vs_diabetes	P2RY12	64805	official_exact	down	-1.81756666	64803	P2ry12	True	True	True
late_allcell_DPN_vs_diabetes	P4HA3	283208	official_exact	up	1.191473752	361612	P4ha3	True	True	False
late_allcell_DPN_vs_diabetes	PACSIN1	29993	official_exact	down	-0.788269714	29704	Pacsin1	True	True	True
late_allcell_DPN_vs_diabetes	PAFAH1B3	5050	official_exact	down	-0.604697703	114113	Pafah1b3	True	True	True
late_allcell_DPN_vs_diabetes	PAG1	55824	official_exact	down	-0.740730285	64019	Pag1	True	True	False
late_allcell_DPN_vs_diabetes	PAICS	10606	official_exact	down	-1.300610894	140946	Paics	True	True	True
late_allcell_DPN_vs_diabetes	PAIP1	10605	official_exact	down	-0.921899329	365684	Paip1	True	True	True
late_allcell_DPN_vs_diabetes	PAIP2	51247	official_exact	down	-0.649139454	361309	Paip2	True	True	True
late_allcell_DPN_vs_diabetes	PAK5	57144	official_exact	down	-0.664659705	311450	Pak5	True	True	True
late_allcell_DPN_vs_diabetes	PAM	5066	official_exact	down	-0.599962643	25508	Pam	True	True	True
late_allcell_DPN_vs_diabetes	PANK1	53354	official_exact	down	-1.051841552	294088	Pank1	True	True	True
late_allcell_DPN_vs_diabetes	PAPPA	5069	official_exact	up	0.994872651	313262	Pappa	True	True	False
late_allcell_DPN_vs_diabetes	PAPSS1	9061	official_exact	down	-0.733494454	295443	Papss1	True	True	True
late_allcell_DPN_vs_diabetes	PAQR5	54852	official_exact	down	-1.209917861	315741	Paqr5	True	True	True
late_allcell_DPN_vs_diabetes	PAQR8	85315	official_exact	down	-1.086265071	316275	Paqr8	True	True	False
late_allcell_DPN_vs_diabetes	PAQR9	344838	official_exact	down	-0.761388419	315904	Paqr9	True	True	True
late_allcell_DPN_vs_diabetes	PARP14	54625	official_exact	down	-0.932336069	303903	Parp14	True	True	True
late_allcell_DPN_vs_diabetes	PARP2	10038	official_exact	down	-0.640375161	290027	Parp2	True	True	True
late_allcell_DPN_vs_diabetes	PARP3	10039	official_exact	up	0.910064636	300985	Parp3	True	True	True
late_allcell_DPN_vs_diabetes	PARPBP	55010	official_exact	down	-0.724067156	100310874	Parpbp	True	True	False
late_allcell_DPN_vs_diabetes	PATE2	399967	official_exact	down	-0.807662683	100361465	Pate2	True	True	True
late_allcell_DPN_vs_diabetes	PAX3	5077	official_exact	up	0.747356833	114502	Pax3	True	True	False
late_allcell_DPN_vs_diabetes	PAX8	7849	official_exact	down	-0.640307782	81819	Pax8	True	True	False
late_allcell_DPN_vs_diabetes	PAX9	5083	official_exact	up	0.858781441	362741	Pax9	True	False	False
late_allcell_DPN_vs_diabetes	PBX1	5087	official_exact	up	0.752832876	304947	Pbx1	True	True	True
late_allcell_DPN_vs_diabetes	PBX4	80714	official_exact	up	0.833153959	361131	Pbx4	True	True	True
late_allcell_DPN_vs_diabetes	PCBP2	5094	official_exact	down	-1.161309088	363005	Pcbp2	True	True	True
late_allcell_DPN_vs_diabetes	PCDH10	57575	official_exact	down	-0.610293341	361943	Pcdh10	True	True	True
late_allcell_DPN_vs_diabetes	PCDH11Y	83259	official_exact	down	-1.570577071			False	False	False
late_allcell_DPN_vs_diabetes	PCDH15	65217	official_exact	up	1.30248749	690865	Pcdh15	True	True	False
late_allcell_DPN_vs_diabetes	PCDH18	54510	official_exact	up	0.935377701	295027	Pcdh18	True	True	True
late_allcell_DPN_vs_diabetes	PCDH7	5099	official_exact	down	-0.934601089	360942	Pcdh7	True	True	True
late_allcell_DPN_vs_diabetes	PCDH9	5101	official_exact	down	-0.862820046	306091	Pcdh9	True	True	True
late_allcell_DPN_vs_diabetes	PCDHA1	56147	official_exact	down	-0.650978881	393085	Pcdha1	True	False	False
late_allcell_DPN_vs_diabetes	PCDHA10	56139	official_exact	down	-0.754716652			False	False	False
late_allcell_DPN_vs_diabetes	PCDHA6	56142	official_exact	down	-0.674811727			False	False	False
late_allcell_DPN_vs_diabetes	PCDHB7	56129	official_exact	down	-1.242314146			False	False	False
late_allcell_DPN_vs_diabetes	PCDHGA12	26025	official_exact	up	0.646558536			False	False	False
late_allcell_DPN_vs_diabetes	PCED1A	64773	official_exact	up	0.674484069	296158	Pced1a	True	True	True
late_allcell_DPN_vs_diabetes	PCGF5	84333	official_exact	down	-0.637839067	681178	Pcgf5	True	True	True
late_allcell_DPN_vs_diabetes	PCK1	5105	official_exact	up	1.834347186	362282	Pck1	True	True	False
late_allcell_DPN_vs_diabetes	PCLO	27445	official_exact	down	-1.067666741	56768	Pclo	True	True	True
late_allcell_DPN_vs_diabetes	PCMT1	5110	official_exact	down	-0.612636669	25604	Pcmt1	True	True	True
late_allcell_DPN_vs_diabetes	PCNA	5111	official_exact	down	-0.746733835	25737	Pcna	True	True	True
late_allcell_DPN_vs_diabetes	PCOLCE2	26577	official_exact	up	0.987378663	684050	Pcolce2	True	True	True
late_allcell_DPN_vs_diabetes	PCSK1	5122	official_exact	down	-0.818190675	25204	Pcsk1	True	True	True
late_allcell_DPN_vs_diabetes	PCSK1N	27344	official_exact	down	-0.734217269	246333	Pcsk1n	True	True	False
late_allcell_DPN_vs_diabetes	PCSK2	5126	official_exact	down	-1.055464677	25121	Pcsk2	True	True	True
late_allcell_DPN_vs_diabetes	PCSK7	9159	official_exact	up	0.653944871	29606	Pcsk7	True	True	True
late_allcell_DPN_vs_diabetes	PCYT1B	9468	official_exact	down	-0.900045477	286936	Pcyt1b	True	True	True
late_allcell_DPN_vs_diabetes	PDCD1LG2	80380	official_exact	up	0.672548035	309304	Pdcd1lg2	True	True	False
late_allcell_DPN_vs_diabetes	PDE10A	10846	official_exact	up	0.681083819	63885	Pde10a	True	True	True
late_allcell_DPN_vs_diabetes	PDE11A	50940	official_exact	down	-1.000201993	140928	Pde11a	True	False	False
late_allcell_DPN_vs_diabetes	PDE1A	5136	official_exact	up	0.697041255	81529	Pde1a	True	True	True
late_allcell_DPN_vs_diabetes	PDE2A	5138	official_exact	up	0.724803028	81743	Pde2a	True	True	True
late_allcell_DPN_vs_diabetes	PDE6H	5149	official_exact	down	-0.631644134	114248	Pde6h	True	True	False
late_allcell_DPN_vs_diabetes	PDE7B	27115	official_exact	down	-0.789943918	140929	Pde7b	True	True	False
late_allcell_DPN_vs_diabetes	PDGFA	5154	official_exact	up	0.602710632	25266	Pdgfa	True	True	True
late_allcell_DPN_vs_diabetes	PDGFB	5155	official_exact	up	0.697195251	24628	Pdgfb	True	True	False
late_allcell_DPN_vs_diabetes	PDGFD	80310	official_exact	down	-0.785530956	66018	Pdgfd	True	True	True
late_allcell_DPN_vs_diabetes	PDIK1L	149420	official_exact	down	-0.660081507	313609	Pdik1l	True	True	True
late_allcell_DPN_vs_diabetes	PDPN	10630	official_exact	down	-0.865138891	54320	Pdpn	True	True	True
late_allcell_DPN_vs_diabetes	PDZD2	23037	official_exact	down	-0.63674007	65034	Pdzd2	True	True	True
late_allcell_DPN_vs_diabetes	PDZD3	79849	unique_synonym	up	0.827863281	500986	Nherf4	True	True	False
late_allcell_DPN_vs_diabetes	PDZD8	118987	official_exact	down	-0.634657616	308000	Pdzd8	True	True	True
late_allcell_DPN_vs_diabetes	PDZK1	5174	official_exact	up	0.645867579	65144	Pdzk1	True	True	True
late_allcell_DPN_vs_diabetes	PDZRN4	29951	official_exact	down	-0.697696339	315250	Pdzrn4	True	True	True
