rat_ensembl_gene_id	rat_gene_symbol	gene_type	mean_normal	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction	mouse_ensembl_gene_id	mouse_gene_symbol	orthology_type	orthology_confidence	ortholog_mapping_basis
MSTRG.20786	Fgf1	protein_coding	1.3827658033333332	0.7030535323333332	-0.8079604958421368	-1.7195953142168934	-0.3945672720145211	0.5797498851286739	1.0	True	True	True	down	ENSMUSG00000036585	Fgf1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20787	NA	NA	1.2383870000000001	0.946829	-0.3285782201141684	-0.4158831496726669	-0.3184681418026517	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20788	NA	NA	0.6156770000000001	1.1304420000000002	0.9911138407288622	0.7122385191513406	0.785565967635459	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20789	NA	NA	0.208055	1.034363	2.0652526021405477	1.7336571484835819	1.503954755830976	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.2079	AC094217	protein_coding	18.258455666666666	18.296218333333332	0.024448515873305432	-0.059114781364549174	0.08004155797723288	0.9119154620118737	1.0	True	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20790	NA	NA	1.1612159999999998	1.4700619999999998	0.22948198006882914	-0.24074383246088882	0.2653861647845615	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20791	NA	NA	1.250805	0.6289699999999999	-0.8862980204491402	-0.7588954090641509	-1.8173713559532945	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20792	NA	NA	0.289555	0.9023656666666667	0.9001338076335809	0.4000049858295025	0.45085635069066565	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20793	NA	NA	0.5249983333333333	1.338239	1.1529225564528456	1.6346620596384156	1.2003784094578358	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20794	NA	NA	0.5209146666666666	0.813611	0.06776228711424426	-0.42832281379451576	0.04410029099687722	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20795	NA	NA	1.2270613333333333	1.6936296666666666	0.4361968040352369	0.2143682547680973	1.0935171689290908	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20796	NA	NA	0.344946	1.041523	0.9014569474470453	1.0568928277458585	0.544022251072367	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20797	AABR07031756	miRNA	0.013053333333333333	0.04496899999999999	0.2520637369612433	0.0	0.3749507929129737	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20798	NA	NA	1.2167233333333334	1.2863470000000001	0.34582512186219583	0.03783133416241208	0.27893540408994405	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20799	NA	NA	0.9299769999999999	1.0125840000000002	0.9737136383124941	1.8566144782124137	0.5728173527217444	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.208	Gm26401	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
MSTRG.2080	Lrrc14b	protein_coding	2.848013098333333	2.262930739	-0.368491657102042	-0.5401504416350581	-0.8979700489936385	0.2970293535873155	1.0	True	True	False	down	ENSMUSG00000021579	Lrrc14b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20800	NA	NA	1.3941446666666666	0.7576090000000001	-1.0987026359034868	0.13600761984047927	-0.48950291343595687	1.0	1.0	False	False	True	down	NA	NA	NA	NA	unmapped
MSTRG.20801	NA	NA	0.813468	0.540841	-0.24187788567736074	0.06457301051979114	-0.22749012627993578	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20802	Spry4	protein_coding	4.245795	3.4942396666666666	-0.265398291946519	-0.06455818654263434	-0.8195373378699122	0.2817319229353866	1.0	True	True	False	down	ENSMUSG00000024427	Spry4	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20803	AABR07031756	protein_coding	6.063503299	5.49833396	-0.1363265098235833	-0.11736661894613176	-1.2367905694422798	0.16238641020244637	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20804	NA	NA	0.015187486000000002	0.0001	-0.17940424863482107	0.0	-0.6531972647421814	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20805	NA	NA	1.6232476666666666	1.1511893333333332	-0.5136324621507424	-0.6055050926412509	-1.2404509556882293	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20806	NA	NA	1.5871353333333333	1.323065	-0.3181045848804282	-0.20431683319344562	-0.5183966826270214	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20807	NA	NA	1.2181343333333334	1.4168866666666666	0.19185302203552757	0.2558275622158864	0.538456639608334	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20808	NA	NA	1.2636256046666667	1.2567733953333333	0.1555879148634877	0.25940505232210936	0.1730653480864176	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20809	Yipf5	protein_coding	9.775089554	8.961608025	-0.12724910182791405	-0.18971556499862086	-1.1284113422342543	0.20771008241969033	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.2081	Ccdc127	protein_coding	6.2455826666666665	5.467032000000001	-0.18686599349812738	-0.2821287072088112	-0.8564592611909103	0.26158573822172987	1.0	True	True	False	down	ENSMUSG00000021578	Ccdc127	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20810	AABR07031767	pseudogene	0.8659236666666666	0.8398856666666665	0.04281221938789935	-0.011809740648887608	0.0733260986848116	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20811	NA	NA	1.293941	1.358234666666667	0.14796877022412763	0.09669800328817366	0.14694957352157825	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20812	NA	NA	1.2392583333333334	1.1397213333333334	0.007376688661567599	-0.2241571146131563	0.007659495714870728	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20813	NA	NA	1.8338020000000002	1.3529186666666666	-0.39746744300238934	-0.5969229593180412	-0.9460630247698943	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20814	NA	NA	1.2035966666666666	1.1054316666666668	-0.03573845578572821	-0.2348053901305595	-0.03246466961357057	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20815	NA	NA	1.3233363333333334	1.4861223333333333	0.27196923733417805	0.7934070187254202	0.2956479922282571	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20816	NA	NA	1.9056803333333334	2.3925146666666666	0.35246170219285733	0.16607663620172053	0.9353621012491354	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20817	NA	NA	1.2390376666666667	1.6881416666666667	0.6674817125041969	0.26347761160116145	0.5264336880558126	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20818	NA	NA	1.3954716666666667	1.416188	-0.01363354544108264	-0.002382657028430768	-0.019123906180522336	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20819	NA	NA	1.206956	1.2922686666666667	0.03529032447822972	0.1231842374806148	0.04154748623622087	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.2082	Sdha	protein_coding	10.173465802333334	9.890551845666666	-0.039637280325530266	-0.015971083380422968	-0.39019714327060695	0.5837517466480642	1.0	True	True	False	down	ENSMUSG00000021577	Sdha	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20820	NA	NA	1.5849006666666667	1.3457883333333331	-0.238090428904275	-0.24956759958496377	-0.6455637272489342	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20821	NA	NA	1.3212073333333334	1.852286333333333	0.6857133788273209	0.3145234543989781	0.6407719994788899	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20822	NA	NA	0.999272	1.5475813333333335	0.6828165072887512	0.7001975994792838	1.099312756687792	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20823	NA	NA	1.1142586666666667	1.4691473333333331	0.6473668609870402	0.7843724215030105	0.5657381518410476	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20824	AABR07031768	miRNA	0.09787333333333333	0.12518966666666667	0.09099250796818303	0.0	0.05959888841121231	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20825	NA	NA	0.6581370000000001	1.0745553333333333	0.28621464816896286	0.22262821705683805	0.1863091554945467	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20826	NA	NA	1.7720576666666668	2.0594673333333335	0.1783306995401006	0.21614106680447953	0.4921773852077607	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20827	NA	NA	1.3129626666666667	1.4693896666666666	0.1546680184163874	-0.0578741059117851	0.2865156315886754	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20828	NA	NA	1.1472653333333334	0.9173286666666668	-0.14027674205893514	-0.17898991409029946	-0.15297568638540116	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20829	NA	NA	1.2860466666666668	0.7747510000000001	-0.6376482530018366	-0.6287616729737395	-0.991898955780775	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.2083	Sdha	NA	1.3025243333333334	1.898663	0.6559425895902915	0.5524766006069515	0.8723096092296957	1.0	1.0	False	True	True	up	ENSMUSG00000021577	Sdha	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20830	NA	NA	1.5067193333333335	2.0012963333333333	0.3640543847441038	0.4528334531908573	0.9525849812074841	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20831	NA	NA	1.9288866666666664	1.8618256666666666	-0.13804350158093392	-0.4012522668487202	-0.22050796516082136	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20832	NA	NA	1.6040113333333332	1.2901446666666667	-0.41469426659653336	0.022271316224794502	-0.5145468511419944	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20833	NA	NA	1.3976906666666666	1.469526	0.02488610970443461	0.5024961929823311	0.03937529821215922	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20834	NA	NA	0.7513696666666667	0.9648530000000001	1.1945498225798115	1.0481045017180017	0.6267221709450042	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20835	NA	NA	1.3870816666666668	1.3116206666666668	-0.08082125602822876	-0.2146307263021205	-0.20690566900438823	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20836	NA	NA	1.2972133333333333	1.068349	-0.18215501211532217	-0.2847691321929603	-0.29453343439666363	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20837	NA	NA	1.5136913333333333	1.5720283333333331	0.010551130066295933	0.1121649388255298	0.008917089639619798	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20838	NA	NA	0.549235	1.293613	0.395901152458384	0.0	0.11532356173433675	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20839	NA	NA	0.9295706666666668	1.0083256666666667	-0.02067347669486619	-0.3894216237644739	-0.016096853082514996	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.2084	Pdcd6	protein_coding	28.19340712	28.159769279999995	-0.0003252098357702238	-0.06012427047624591	-0.003594879323170914	0.9959565033079761	1.0	True	True	False	down	ENSMUSG00000021576	Pdcd6	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20840	NA	NA	0.5784456666666666	0.9270723333333333	0.464466235658869	-0.21025041797991945	0.4593817221216988	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20841	NA	NA	0.4636633333333333	2.410128333333333	1.7370929822191226	2.7184387661551668	1.2014809569269873	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20842	Spink5;LOC100911797	protein_coding	14.479039516666667	12.201335730000002	-0.30332752039733935	0.04965918734418828	-0.5059592741573524	0.49717004624367345	1.0	True	False	False	down	NA	NA	NA	NA	unmapped
MSTRG.20843	Spink14	protein_coding	0.0001	0.04431566666666666	0.40577353268850613	0.0	0.6531972647421811	1.0	1.0	False	False	False	up	ENSMUSG00000051050	Spink14	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20844	Spink6	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
MSTRG.20845	Spink9	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
MSTRG.20846	NA	NA	0.6458053333333332	1.1809316666666667	0.6864312986561489	0.536477139872592	1.2081121579943903	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20847	Dcp2	protein_coding	1.3000672483333333	1.3707001263333334	0.033067699528974925	0.11025913799038112	0.0802829209415142	0.9115121534963635	1.0	True	True	False	up	ENSMUSG00000024472	Dcp2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20848	Myot	protein_coding;retained_intron	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000024471	Myot	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20849	Dcp2	NA	1.0676113333333335	1.274191	0.1624383800676858	0.3215345657059836	0.05346764894775993	1.0	1.0	False	True	False	up	ENSMUSG00000024472	Dcp2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2085	Pdcd6	NA	1.1901183333333334	1.1462303333333332	-0.18016418285307004	-0.23167986078809688	-0.22304882992440406	1.0	1.0	False	True	False	down	ENSMUSG00000021576	Pdcd6	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20850	Mcc	NA	1.4463730000000001	1.7556926666666666	0.24368496521452476	0.25598775161055354	0.7352471311701411	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20851	Mcc	protein_coding	2.1440103256666667	2.5444406589999997	0.221862136944605	0.2771525354072739	0.6335435527048926	0.3962950078761083	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20852	LOC103690064	protein_coding	2.1160476146666665	2.344379582	0.12570710391696682	0.16437777018278887	0.4758337494422341	0.5281094865344034	1.0	True	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20853	LOC103690064	NA	2.6279326666666667	2.6439156666666666	0.03425732319964503	0.33149452352822184	0.09429993983497863	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20854	NA	NA	1.1821113333333333	1.903726	0.6177580356616026	0.5810633676479409	2.041250081235098	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20855	Sh3rf2	protein_coding	6.257493271	6.220945849333333	-0.10264520794892196	-0.06866706973744119	-0.1699442397427016	0.817403606527241	1.0	True	True	False	down	ENSMUSG00000057719	Sh3rf2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20856	Sh3rf2	NA	3.2494026666666667	2.851794333333333	-0.27619139492892986	-0.31238216620670434	-0.4256990330449868	1.0	1.0	False	True	False	down	ENSMUSG00000057719	Sh3rf2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20857	Sh3rf2	NA	2.3197449999999997	2.3585766666666665	-0.08400710034597125	0.21290340840277744	-0.13141593189525028	1.0	1.0	False	False	False	down	ENSMUSG00000057719	Sh3rf2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20858	Sh3rf2	NA	2.811189333333333	2.6070983333333335	-0.19732726767312614	0.16438728179217477	-0.29296645067882	1.0	1.0	False	False	False	down	ENSMUSG00000057719	Sh3rf2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20859	Sh3rf2	NA	5.327382333333333	5.060670666666666	-0.11866921768153604	0.27430418754919117	-0.21745673649468236	1.0	1.0	False	False	False	down	ENSMUSG00000057719	Sh3rf2	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2086	Exoc3	protein_coding	10.102780145666665	8.677710870333334	-0.2172564982454115	-0.1924550318300473	-1.9087546678709653	0.04333138617999957	1.0	True	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20860	Plac8l1	protein_coding	0.4006496666666666	0.529662	0.22163116967432483	0.4271669993053395	0.24683668697267186	1.0	1.0	False	True	False	up	ENSMUSG00000059455	Plac8l1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20861	NA	NA	0.9307423333333334	1.331993	0.44854799552424346	0.4164978953726163	0.8847756371936695	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20862	Lars1	NA	1.3727953333333334	1.6495353333333334	0.22717776474475282	0.1578687487481974	0.44915391110026026	1.0	1.0	False	True	False	up	ENSMUSG00000024493	Lars1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20863	Lars1	protein_coding	12.608539333333333	14.621512000000001	0.1869950294789975	0.047305890270217255	0.6304438062372962	0.4310217636321975	1.0	True	True	False	up	ENSMUSG00000024493	Lars1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20864	Rbm27	NA	1.9091909999999999	1.9078216666666667	-0.04452460311004314	-0.06322337162085867	-0.11425494976924955	1.0	1.0	False	True	False	down	ENSMUSG00000024491	Rbm27	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20865	Rbm27	protein_coding	4.762932655666667	5.278117788	0.13475281602527156	0.02182431403273366	0.7224052904895716	0.3836268547563774	1.0	True	True	False	up	ENSMUSG00000024491	Rbm27	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20866	Rbm27	NA	7.830511666666666	5.457753333333334	-0.5417276124374486	-0.35485576997017665	-1.5994370461757452	1.0	1.0	False	True	True	down	ENSMUSG00000024491	Rbm27	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20867	NA	NA	0.197178	0.43686566666666665	0.8842125219486812	2.0511003935304872	0.43630155744104804	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20868	NA	NA	2.1700263333333334	2.1061686666666666	-0.031582276655192754	-0.0745736907460921	-0.14228687316169428	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20869	Gm27457	NA	3.144909666666667	2.6221349999999997	-0.2208313609601138	-0.3704661422820943	-0.45760750322507054	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.2087	Exoc3	NA	1.346876	0.8718846666666668	-0.5714601150177342	-0.5448573726531074	-1.8654767513343977	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20870	Gpr151	protein_coding	0.6304536666666667	0.6481456666666666	0.04399264228315586	0.14794087821970575	0.11945464420154442	1.0	1.0	False	True	False	up	ENSMUSG00000042816	Gpr151	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20871	NA	NA	1.013194666666667	1.5804326666666668	1.2158293575696901	0.08874189071399509	0.5447095951548768	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20872	Tcerg1	protein_coding	4.339139521666667	4.0243701713333335	-0.10772642363360507	-0.14227635258870253	-1.1292769235878382	0.1835578247031605	1.0	True	True	False	down	ENSMUSG00000024498	Tcerg1	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20873	Gm27457	misc_RNA	1.481025	0.7873556666666666	-0.874645107600938	-0.9083764558280711	-1.3266834524070665	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20874	NA	NA	5.642577333333333	3.352611	-0.7372673934674019	-0.6765898093566449	-1.714494732278383	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20875	Ppp2r2b	protein_coding	0.5377557686666666	0.5101427273333333	-0.13331676741162146	-0.1832506279236984	-0.2065871707208396	1.0	1.0	False	True	False	down	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20876	Ppp2r2b	NA	0.3088653333333333	1.0156886666666667	1.4417292652913998	1.2552386903342385	1.6324135874083028	1.0	1.0	False	True	True	up	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20877	Ppp2r2b	NA	1.02004	0.5463779999999999	-0.7235211122892283	-1.1627917592874657	-0.5666230414964284	1.0	1.0	False	True	True	down	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20878	Ppp2r2b	NA	0.7537813333333334	0.9717030000000001	0.16924186872803218	-0.21571982343385288	0.22284333185365063	1.0	1.0	False	False	False	up	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20879	Ppp2r2b	NA	0.9766	1.254173	0.25094322055144636	0.15268636833559526	0.4133327465295817	1.0	1.0	False	True	False	up	ENSMUSG00000024500	Ppp2r2b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2088	Exoc3	NA	2.2243476666666666	1.9597339999999999	-0.17056064060909737	-0.056196199770778055	-0.7106906652225619	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20880	Dpysl3	protein_coding	14.159768933333334	13.021170578666668	-0.12354782390783958	-0.04889921471988723	-0.24067453294725202	0.7312658813951116	1.0	True	True	False	down	ENSMUSG00000024501	Dpysl3	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20881	NA	NA	40.59109	55.67906732	0.7136410114478347	1.3479819233642507	0.744861172078825	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20882	NA	NA	40.549922	14.841208666666668	-5.458678636668456	-7.905886773512304	-1.1903758252866425	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20883	NA	NA	0.0001	1.1344690000000002	1.7097207861227328	0.0	0.6531972647421809	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
MSTRG.20884	NA	NA	2.0599813333333334	3.2071400000000003	0.7644491908243304	0.7982636008690992	1.0230013668044013	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
MSTRG.20885	NA	NA	2.494158	3.0744659999999997	0.4066242715347186	0.32579228591461473	0.4651279915706186	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20886	NA	NA	1.318249	0.9254863333333333	-0.5367801241550512	-0.4641226092267725	-0.7318856636507279	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20887	LOC102554034	protein_coding	0.7717890000000001	0.6249539999999999	-0.3587108525787522	-0.703530886636174	-0.27153322291085824	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20888	LOC102554034	NA	1.9170166666666668	0.8952906666666666	-1.1700882231975602	-1.1856112783965889	-1.569760125162236	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20889	LOC102554034	NA	0.658799	0.057381666666666664	-1.7941319992921616	-2.509240832134685	-1.0693738488601134	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.2089	Cep72	protein_coding	0.7653629999999999	0.753567	-0.03661886593124647	0.09082877526708302	-0.14571739048854834	1.0	1.0	False	False	False	down	ENSMUSG00000021572	Cep72	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20890	NA	NA	1.166373	0.7652666666666668	-0.4210092357714713	-0.5784242662674008	-0.48420325627494776	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20891	NA	NA	1.5019313333333333	1.3695906666666666	-0.11994714832436748	-0.1280853827823777	-0.20916198544840123	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20892	Trim36	protein_coding	2.292554684666667	2.136751696	-0.08546367551915846	-0.058758151717547724	-0.42750404067327363	0.5790985574470504	1.0	True	True	False	down	ENSMUSG00000033949	Trim36	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20893	AABR07031947	protein_coding	0.8034176666666667	0.8299899999999999	-0.081223987795774	-0.35733857183102596	-0.10121629026971697	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20894	AABR07031949	pseudogene	0.02577966666666667	0.12656533333333334	0.47887896687307663	0.0	0.3901235282677734	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
MSTRG.20895	NA	NA	1.30025	1.0801233333333333	-0.2777000703277178	-1.0365349075520431	-0.28515528030778403	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
MSTRG.20896	NA	NA	1.2118346666666666	0.6867386666666667	-0.747240354915458	-0.48006615049147183	-1.2078389934939264	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
MSTRG.20897	NA	NA	1.310213	1.3283699999999998	0.004510595115948146	0.2167522580922292	0.012201873148250447	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20898	Pggt1b	protein_coding	3.1790786553333334	3.4210381843333333	0.10150750588926694	0.09013762790453739	1.113942240111344	0.17992291730273519	1.0	True	True	False	up	ENSMUSG00000024477	Pggt1b	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20899	Ccdc112	protein_coding	0.6259959999999999	0.6203693333333334	-0.03167061469218968	-0.11507561569685054	-0.10342892514688312	1.0	1.0	False	True	False	down	ENSMUSG00000071855	Ccdc112	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.209	Clcn5	NA	0.7477346666666667	1.1696506666666666	0.5312287862231573	0.38848490415591996	1.1003878957662605	1.0	1.0	False	True	True	up	ENSMUSG00000004317	Clcn5	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.2090	Cep72	NA	1.3524233333333333	1.388761	0.01435838741894968	-0.2713295695665779	0.033027191944294605	1.0	1.0	False	False	False	up	ENSMUSG00000021572	Cep72	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20900	Ccdc112	NA	1.4750766666666666	0.9530296666666667	-0.6150223876860406	-0.689834165213591	-1.7038431003795784	1.0	1.0	False	True	True	down	ENSMUSG00000071855	Ccdc112	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20901	Ccdc112	NA	1.0394293333333333	0.4167463333333334	-1.077819097961213	-0.5210106033188759	-1.3787168858567527	1.0	1.0	False	True	True	down	ENSMUSG00000071855	Ccdc112	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20902	Tmed7	NA	1.3462676666666666	1.7769056666666667	0.4218683828176944	0.49128277015025174	1.020224820235231	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
MSTRG.20903	Fem1c	NA	1.6453016666666667	1.2598666666666665	-0.359356092841518	-0.3752198735240239	-2.3682180785495635	1.0	1.0	False	True	False	down	ENSMUSG00000033319	Fem1c	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20904	Fem1c	protein_coding	7.492049333333333	7.576948333333334	0.01320556059657596	0.10263603753364015	0.11300895139856568	0.8750436444893133	1.0	True	True	False	up	ENSMUSG00000033319	Fem1c	ortholog_one2one	1	unique_rat_gene_symbol
MSTRG.20905	NA	NA	1.0267236666666666	1.9057086666666667	0.8190084482149782	0.8899540520179747	2.06768164836864	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
